,culture,id,age.group,gender,test.date,counterbalancing.order,trial.nr,condition,story,better.job,better.job.reli,better.job.correct,better.job.correct.reli,better.job.why,better.job.why.cat,better.job.why.cat.reli,help.seeking,help.seeking.reli,help.seeking.correct,help.seeking.correct.reli,help.seeking.why,help.seeking.why.cat,help.seeking.why.cat.reli,comments,age,age.group.sum,sub.id
1327,usa,94,9,male,2/28/21,process.only,1,process.only,cat,1,NA,correct,NA,Because you can see the thing right there,process,NA,1,NA,correct,NA,Just Because I think in this case he's wrong so I think he's smarter,process,NA,NA,9.388090349,8.9,94.usa
1328,usa,94,9,male,2/28/21,process.only,2,outcome.only,duck,0,NA,correct,NA,Because she guessed and she was right,outcome,NA,0,NA,correct,NA,Maybe she's better at guessing,outcome,NA,None of them Because they both guessed for the first question,9.388090349,8.9,94.usa
1329,usa,94,9,male,2/28/21,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,She's correct but she's just guessing like the last one,outcome,NA,0,NA,wrong,NA,Maybe she's better at guessing,outcome,NA,None of them Because Ruby used the evidence but she didn't see that the dog jumped and Clara just randomly guessed but she got the correct one,9.388090349,8.9,94.usa
1330,usa,94,9,male,2/28/21,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because he guessed correct,outcome,NA,0,NA,correct,NA,"Same thing as all of them, maybe he's better at guessing",outcome,NA,NA,9.388090349,8.9,94.usa
1331,usa,94,9,male,2/28/21,process.only,5,process.only,hamster,1,NA,correct,NA,Because she's looking at the tracks and you can clearly see that they're leading towards the white logs,process,NA,1,NA,correct,NA,"Because she didn't guess, she tried to find evidence for where it is",process,NA,NA,9.388090349,8.9,94.usa
1332,usa,94,9,male,2/28/21,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,Because he guessed right,outcome,NA,0,NA,wrong,NA,Because he guessed right on this one so maybe he'll guess right on the next one,outcome,NA,NA,9.388090349,8.9,94.usa
1333,usa,95,9,male,3/3/21,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because the bunny's on the red stones,outcome,NA,0,NA,correct,NA,Because he got this one right I guess,outcome,NA,NA,9.056810404,8.9,95.usa
1334,usa,95,9,male,3/3/21,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because the footprints are going into the white logs,process,NA,1,NA,correct,NA,Because they looked around,process,NA,NA,9.056810404,8.9,95.usa
1335,usa,95,9,male,3/3/21,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because the bird's behind the blue wall,outcome,NA,1,NA,correct,NA,He looks around and the wheel is random,process,NA,NA,9.056810404,8.9,95.usa
1336,usa,95,9,male,3/3/21,outcome.only,4,process.only,cat,1,NA,correct,NA,Because the cat went to the red since the bell's there,process,NA,1,NA,correct,NA,He looks around,process,NA,NA,9.056810404,8.9,95.usa
1337,usa,95,9,male,3/3/21,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because the duck's on the other side,outcome,NA,NA,NA,NA,NA,i don't know Because they both used spinning wheels and they're both not right,i don't know,NA,NA,9.056810404,8.9,95.usa
1338,usa,95,9,male,3/3/21,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because her hand is pointing at where the dog is,outcome,NA,1,NA,correct,NA,She looks around more,process,NA,NA,9.056810404,8.9,95.usa
1339,usa,96,9,male,3/9/21,process.only,1,process.only,cat,1,NA,correct,NA,"Even though both of them did eenie meenie minie mo, he actually pointed to the right one",outcome,NA,1,NA,correct,NA,"Because he actually got it right, I could also ask the person to the left because eenie meenie minie mo just depends on what you land on",outcome,NA,NA,9.412731006,8.9,96.usa
1340,usa,96,9,male,3/9/21,process.only,2,outcome.only,duck,0,NA,correct,NA,Because she's looking for clues instead of spinning a wheel,process,NA,0,NA,correct,NA,Because she looks for trials and her surroundings before walking over to look at the logs,process,NA,Both should not have spun a wheel.,9.412731006,8.9,96.usa
1341,usa,96,9,male,3/9/21,process.only,3,outcome.vs.process,dog,1,NA,correct,NA,Because he's actually looking at the clues instead of using a spinning wheel,process,NA,1,NA,correct,NA,He seems more responsible and is actually looking around,process,NA,NA,9.412731006,8.9,96.usa
1342,usa,96,9,male,3/9/21,process.only,4,outcome.only,bunny,0,NA,correct,NA,He's not doing eenie meenie minie mo and is estimating correctly,process,NA,0,NA,correct,NA,Because he seems more responsible and knows what to do,process,NA,NA,9.412731006,8.9,96.usa
1343,usa,96,9,male,3/9/21,process.only,5,process.only,hamster,1,NA,correct,NA,They both shouldn't have spun a wheel and should've gone to each of them to see if it was there,process,NA,1,NA,correct,NA,Because she actually guessed the right one for where the duck is behind,outcome,NA,NA,9.412731006,8.9,96.usa
1344,usa,96,9,male,3/9/21,process.only,6,outcome.vs.process,bird,1,NA,correct,NA,She's looking for what's around her for clues even though the dog is not behind that one,process,NA,1,NA,correct,NA,Because she actually looks at her surroundings first,process,NA,NA,9.412731006,8.9,96.usa
1345,usa,97,adult,male,12/8/20,NA,4,outcome.only,NA,0,NA,NA,NA,"He was able to choose the right stone, even though it was random.",outcome,NA,0,NA,NA,NA,He seems to be more lucky.,outcome,NA,NA,25.06228611,adult,97.usa
1346,usa,97,adult,male,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,She attempted to usae a clue to find the hamster,process,NA,1,NA,NA,NA,"She usaes clues, so she knows ways to increase chance of finding item.",process,NA,NA,25.06228611,adult,97.usa
1347,usa,97,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,Freddy was able to usae some evidence.,process,NA,1,NA,NA,NA,Freddy usaes clues to find what he needs.,process,NA,NA,25.06228611,adult,97.usa
1348,usa,97,adult,male,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,He is not just picking randomly.,process,NA,1,NA,NA,NA,They would put forth more of an effort to find my item.,process,NA,NA,25.06228611,adult,97.usa
1349,usa,97,adult,male,12/8/20,NA,2,outcome.only,NA,0,NA,NA,NA,She will actually find the duck.,outcome,NA,0,NA,NA,NA,She is more lucky i guess.,outcome,NA,NA,25.06228611,adult,97.usa
1350,usa,97,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,She used the obviousa clue.,process,NA,1,NA,NA,NA,She has a reason for what she chooses.,process,NA,NA,25.06228611,adult,97.usa
1351,usa,98,adult,male,12/8/20,NA,1,outcome.only,NA,0,NA,NA,NA,he can find easily,outcome,NA,0,NA,NA,NA,he can find easily,outcome,NA,NA,28.1670089,adult,98.usa
1352,usa,98,adult,male,12/8/20,NA,2,process.only,NA,1,NA,NA,NA,misty was in right direction,process,NA,1,NA,NA,NA,mist was in same direction,other,NA,NA,28.1670089,adult,98.usa
1353,usa,98,adult,male,12/8/20,NA,3,outcome.vs.process,NA,0,NA,NA,NA,oliver was very close,outcome,NA,0,NA,NA,NA,lucky person for me,outcome,NA,NA,28.1670089,adult,98.usa
1354,usa,98,adult,male,12/8/20,NA,4,process.only,NA,1,NA,NA,NA,julian was really smart,process,NA,1,NA,NA,NA,he was really smart,process,NA,NA,28.1670089,adult,98.usa
1355,usa,98,adult,male,12/8/20,NA,5,outcome.only,NA,0,NA,NA,NA,lisa looks really smart,other,NA,0,NA,NA,NA,she looks smart,other,NA,NA,28.1670089,adult,98.usa
1356,usa,98,adult,male,12/8/20,NA,6,outcome.vs.process,NA,0,NA,NA,NA,claire looks really smart,other,NA,0,NA,NA,NA,his though process is something  different,other,NA,NA,28.1670089,adult,98.usa
1357,usa,99,adult,female,12/8/20,NA,4,outcome.only,NA,0,NA,NA,NA,I think Devin Because his luck is better.,outcome,NA,0,NA,NA,NA,Devin Because his luck seems better.,outcome,NA,NA,35.43874059,adult,99.usa
1358,usa,99,adult,female,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,Misty Because she is using observations.,process,NA,1,NA,NA,NA,"Because Misty is not just using luck/random guessing, she's actually observing things.",process,NA,NA,35.43874059,adult,99.usa
1359,usa,99,adult,female,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,"Despite not being right, I think the one in the yellow shirt  Because he's using observations.",process,NA,1,NA,NA,NA,"Freddy, Because typically his observations should/would have been correct, though not in this case.",process,NA,NA,35.43874059,adult,99.usa
1360,usa,99,adult,female,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,Lucas randomly picked while Julian used his observations.,process,NA,1,NA,NA,NA,Because Julian is using observations not just randomly picking.,process,NA,NA,35.43874059,adult,99.usa
1361,usa,99,adult,female,12/8/20,NA,2,outcome.only,NA,0,NA,NA,NA,"They both decided the same way, but Lisa had better luck.",outcome,NA,0,NA,NA,NA,Lisa seems to have better luck.,outcome,NA,NA,35.43874059,adult,99.usa
1362,usa,99,adult,female,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,"Even though she was not correct, Ruby was using observations and based off the pawprints, the dog should have been behind the busah she picked.",process,NA,1,NA,NA,NA,"Even though Ruby was wrong, he reasoning should have been right.",process,NA,NA,35.43874059,adult,99.usa
1363,usa,100,adult,male,12/8/20,NA,4,outcome.only,NA,0,NA,NA,NA,technically correct,outcome,NA,0,NA,NA,NA,quicker on his feet,other,NA,NA,31.10746064,adult,100.usa
1364,usa,100,adult,male,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,evidence based reasoning,process,NA,1,NA,NA,NA,more logical,process,NA,NA,31.10746064,adult,100.usa
1365,usa,100,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,evidence,process,NA,1,NA,NA,NA,logic,process,NA,NA,31.10746064,adult,100.usa
1366,usa,100,adult,male,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,evidence,process,NA,1,NA,NA,NA,more logical,process,NA,NA,31.10746064,adult,100.usa
1367,usa,100,adult,male,12/8/20,NA,2,outcome.only,NA,0,NA,NA,NA,technically correct,outcome,NA,0,NA,NA,NA,makes no difference,process,NA,NA,31.10746064,adult,100.usa
1368,usa,100,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,logical processing,process,NA,1,NA,NA,NA,more efficient,process,NA,NA,31.10746064,adult,100.usa
1369,usa,101,adult,male,12/8/20,NA,4,outcome.only,NA,0,NA,NA,NA,"I do not trusat either Because they are both just guessing , but I would give the person in red the slight edge Because he was at least right.",outcome,NA,0,NA,NA,NA,"He might have better instincts , but I would not trusat either",outcome,NA,NA,29.34154689,adult,101.usa
1370,usa,101,adult,male,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,"Misty is using evidence , such as the traces on the ground",process,NA,1,NA,NA,NA,Misty would usae more logic in her choices.,process,NA,NA,29.34154689,adult,101.usa
1371,usa,101,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,"Even thought Freddy was wrong, he used evidence for his choice while the other person just guessed.",process,NA,1,NA,NA,NA,Freddy would be a better problem solver Because he would usae logic,process,NA,NA,29.34154689,adult,101.usa
1372,usa,101,adult,male,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,Julian knows that finding the bell could lead to the cat while the other person is just guessing,process,NA,1,NA,NA,NA,He would be more skilled in thinking of possible solutions,process,NA,NA,29.34154689,adult,101.usa
1373,usa,101,adult,male,12/8/20,NA,2,outcome.only,NA,1,NA,NA,NA,"I think Because she relies a bit less on chance factors , but I think they are both unreliable.",process,NA,1,NA,NA,NA,I think Talia would usae more logic in her decisions,process,NA,NA,29.34154689,adult,101.usa
1374,usa,101,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,Ruby is actually using evidence to back up her choices while the other person just guessed,process,NA,1,NA,NA,NA,Ruby would usae more evidence and facts in her decision making while the other person would just guess most likely,process,NA,NA,29.34154689,adult,101.usa
1375,usa,102,adult,female,12/8/20,NA,1,outcome.only,NA,0,NA,NA,NA,Devin is correct in choosing the red stones since that is where the bunny is hiding.,outcome,NA,0,NA,NA,NA,I would ask Devin since he took the initiative to first start looking for the bunny.,other,NA,NA,38.02327173,adult,102.usa
1376,usa,102,adult,female,12/8/20,NA,2,process.only,NA,1,NA,NA,NA,I believe Misty is doing the better job Because she searched for clues to find the hamster.,process,NA,1,NA,NA,NA,I would choose Misty Because she used logic and reason for her search.,process,NA,NA,38.02327173,adult,102.usa
1377,usa,102,adult,female,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,I think Freddy is doing a better job Because he is using reason to try and find the bird even though that leads him to the wrong wall.,process,NA,1,NA,NA,NA,I would ask Freddy Because he would usae clues and logic to try and find the item.,process,NA,NA,38.02327173,adult,102.usa
1378,usa,102,adult,female,12/8/20,NA,4,process.only,NA,1,NA,NA,NA,I think Julian is doing better Because his first thought was to look for the cat's bell. He tried to usae clues to find the cat.,process,NA,1,NA,NA,NA,"I would ask Julian Because he used to clues to try and find an item. Whereas Lucas, I feel would be right only by chance.",process,NA,NA,38.02327173,adult,102.usa
1379,usa,102,adult,female,12/8/20,NA,5,outcome.only,NA,1,NA,NA,NA,I think Talia is doing better since she was the first to start looking for the duck. Both of them had an equal chance in finding the duck since they both used a spinning wheel.,process,NA,1,NA,NA,NA,I would choose Talia Because she took the initiative to first look for the duck.,other,NA,NA,38.02327173,adult,102.usa
1380,usa,102,adult,female,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,I think Ruby is doing the better job Because she used clues of he dog's pawprints to try and find the dog. I feel it is just by chance that Claire guessed right.,process,NA,1,NA,NA,NA,I would ask Ruby Because she used reason to try and find the dog.,process,NA,NA,38.02327173,adult,102.usa
1381,usa,103,adult,male,12/8/20,NA,4,outcome.only,NA,1,NA,NA,NA,they both did a bad job I just chose him Because he guessed wrong and didn't take credit like the other one,process,NA,1,NA,NA,NA,Because harold guessed wrong which was fair Because he used a bad strategy of guessing and i dont someone doing bad strategies to get it right and think taking shortcuts is a goo thing,process,NA,NA,33.67830253,adult,103.usa
1382,usa,103,adult,male,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,misty usaes clues and logic and that makes more sense and has a higher success rate in the future,process,NA,1,NA,NA,NA,Because they usae critcal thinking skills,process,NA,NA,33.67830253,adult,103.usa
1383,usa,103,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,freddy in the yellow shirt looked for feathers while blue shirt just usae his spinner wheel to guess,process,NA,1,NA,NA,NA,freddy is a thinking person not lazy looking for shortcuts without doing the work,process,NA,NA,33.67830253,adult,103.usa
1384,usa,103,adult,male,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,they were using logic more so than the other kid,process,NA,1,NA,NA,NA,Because they rely less on guessing,process,NA,NA,33.67830253,adult,103.usa
1385,usa,103,adult,male,12/8/20,NA,2,outcome.only,NA,0,NA,NA,NA,the only reason i chose her is Because she chose correctly but they both used bad strategies of just guessing based on the arrow pointer,outcome,NA,0,NA,NA,NA,only Because she guessed correctly,outcome,NA,NA,33.67830253,adult,103.usa
1386,usa,103,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,Because ruby was smart and used clues such as the dog's footprints,process,NA,1,NA,NA,NA,Because they usae clues and logic and not just a game to guess,process,NA,NA,33.67830253,adult,103.usa
1387,usa,104,adult,female,12/8/20,NA,1,outcome.only,NA,0,NA,NA,NA,The bunny is behind the red stones,outcome,NA,0,NA,NA,NA,He is doing just as well as the other person,process,NA,NA,54.40109514,adult,104.usa
1388,usa,104,adult,female,12/8/20,NA,2,process.only,NA,1,NA,NA,NA,Misty is looking for evidence and JenNAis looking for a chance.,process,NA,1,NA,NA,NA,Misty is smarter and more logical,process,NA,NA,54.40109514,adult,104.usa
1389,usa,104,adult,female,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,Freddy is looking for clues while Oliver is just taking a 50/50 chance,process,NA,1,NA,NA,NA,Freddy is using a more logical approach,process,NA,NA,54.40109514,adult,104.usa
1390,usa,104,adult,female,12/8/20,NA,4,process.only,NA,1,NA,NA,NA,Julian is using clues instead of just tacking a chance,process,NA,1,NA,NA,NA,Julian is using a better approach,process,NA,NA,54.40109514,adult,104.usa
1391,usa,104,adult,female,12/8/20,NA,5,outcome.only,NA,0,NA,NA,NA,Lisa picked the right color fence to look behind,outcome,NA,0,NA,NA,NA,Lisa got lucky and picked the right color fence,outcome,NA,NA,54.40109514,adult,104.usa
1392,usa,104,adult,female,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,Ruby is using clues that will eventually help her,process,NA,1,NA,NA,NA,Ruby will look for clues and will be smarter,process,NA,NA,54.40109514,adult,104.usa
1393,usa,105,adult,male,12/8/20,NA,1,outcome.only,NA,0,NA,NA,NA,only Because that is where the bunny actually is,outcome,NA,0,NA,NA,NA,Because he found the bunny.,outcome,NA,NA,66.0698152,adult,105.usa
1394,usa,105,adult,male,12/8/20,NA,2,process.only,NA,1,NA,NA,NA,Misty follows the evidence.,process,NA,1,NA,NA,NA,she follows the evidence and investigates.,process,NA,NA,66.0698152,adult,105.usa
1395,usa,105,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,He investigates and follows the evidence.,process,NA,1,NA,NA,NA,He investigates and follows the evidence.,process,NA,NA,66.0698152,adult,105.usa
1396,usa,105,adult,male,12/8/20,NA,4,process.only,NA,1,NA,NA,NA,He investigates and follows the evidence.,process,NA,1,NA,NA,NA,He investigates and follows the evidence.,process,NA,NA,66.0698152,adult,105.usa
1397,usa,105,adult,male,12/8/20,NA,5,outcome.only,NA,0,NA,NA,NA,Because she is more lucky.,outcome,NA,0,NA,NA,NA,Because she is more lucky.,outcome,NA,NA,66.0698152,adult,105.usa
1398,usa,105,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,Ruby investigates and follows the evidence.,process,NA,1,NA,NA,NA,Ruby investigates and follows the evidence.,process,NA,NA,66.0698152,adult,105.usa
1399,usa,106,adult,male,12/8/20,NA,4,outcome.only,NA,1,NA,NA,NA,I think he is smarter overall,process,NA,1,NA,NA,NA,A gut feeling mostly.,other,NA,NA,36.67624914,adult,106.usa
1400,usa,106,adult,male,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,She seems the most methodical,process,NA,1,NA,NA,NA,she is methodical,process,NA,NA,36.67624914,adult,106.usa
1401,usa,106,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,No specific reason just a gut response,other,NA,1,NA,NA,NA,No specific reason just a gut response,other,NA,NA,36.67624914,adult,106.usa
1402,usa,106,adult,male,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,He seems more detail oriented,process,NA,1,NA,NA,NA,He seems more intelligent,process,NA,NA,36.67624914,adult,106.usa
1403,usa,106,adult,male,12/8/20,NA,2,outcome.only,NA,0,NA,NA,NA,She is very observant,process,NA,0,NA,NA,NA,She seems the most observant overall,process,NA,NA,36.67624914,adult,106.usa
1404,usa,106,adult,male,12/8/20,NA,3,outcome.vs.process,NA,0,NA,NA,NA,Just a gut feeling,other,NA,0,NA,NA,NA,Just a gut feeling,other,NA,NA,36.67624914,adult,106.usa
1405,usa,107,adult,male,12/8/20,NA,1,outcome.only,NA,0,NA,NA,NA,he was the first one to usae e-m-m-m Because he assumes the pile of rocks is closest to where the bunny disappeared,process,NA,0,NA,NA,NA,he is a leader by going first to find the bunny,other,NA,NA,52.52566735,adult,107.usa
1406,usa,107,adult,male,12/8/20,NA,2,process.only,NA,1,NA,NA,NA,She is using some very good logic to try to find a hamster. The other female is just using a device to possibly find it based on chance.,process,NA,1,NA,NA,NA,It appears that she is using logic that I like to associate myself with.,process,NA,NA,52.52566735,adult,107.usa
1407,usa,107,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,Freddy is using logic to try to track down the bird and not just a possibility of 50/50 chance of finding the bird I think Freddy's odds are much better than just a 50-50 chance seeing there is a clue.,process,NA,1,NA,NA,NA,I think Freddie usaes methodology that I usae myself which is to try to find evidence and not just usae probabilities,process,NA,NA,52.52566735,adult,107.usa
1408,usa,107,adult,male,12/8/20,NA,4,process.only,NA,1,NA,NA,NA,I think he is using logic since the cat's Bell is next to the red bench. It would increase his chance of probability of finding the cat by using hard evidence.,process,NA,1,NA,NA,NA,I would ask him Because he seems to have a logical way of thinking and not just using probabilities that are not as good a chance of finding the cat.,process,NA,NA,52.52566735,adult,107.usa
1409,usa,107,adult,male,12/8/20,NA,5,outcome.only,NA,1,NA,NA,NA,talia came up with the methodology to possibly find the dock and she was the first one to do it so I annoy her as the leader being all things are equal.,process,NA,1,NA,NA,NA,talia has creative ideas and leadership qualities,other,NA,NA,52.52566735,adult,107.usa
1410,usa,107,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,I think she is doing a better job Because she is using a logic and not just a low probability method of finding anything.,process,NA,1,NA,NA,NA,I think she is smart and usaes logic to solve problems not just probability methodology.,process,NA,NA,52.52566735,adult,107.usa
1411,usa,108,adult,female,12/8/20,NA,4,outcome.only,NA,0,NA,NA,NA,he made a better guess,outcome,NA,0,NA,NA,NA,just that he seemed better at guessing,outcome,NA,NA,52.20533881,adult,108.usa
1412,usa,108,adult,female,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,she seemed confident in her guess,process,NA,1,NA,NA,NA,seemed to have a better plan,process,NA,NA,52.20533881,adult,108.usa
1413,usa,108,adult,female,12/8/20,NA,6,outcome.vs.process,NA,0,NA,NA,NA,made the better choice,outcome,NA,0,NA,NA,NA,feel like he was better at making decision,outcome,NA,NA,52.20533881,adult,108.usa
1414,usa,108,adult,female,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,Because he looked for something that belonged to cat,process,NA,1,NA,NA,NA,he seems like he is good at looking for clues to find things,process,NA,NA,52.20533881,adult,108.usa
1415,usa,108,adult,female,12/8/20,NA,2,outcome.only,NA,0,NA,NA,NA,she would chose different things,other,NA,0,NA,NA,NA,she seems like she would look in more than one spot,other,NA,NA,52.20533881,adult,108.usa
1416,usa,108,adult,female,12/8/20,NA,3,outcome.vs.process,NA,0,NA,NA,NA,she made the right guess,outcome,NA,0,NA,NA,NA,they both guessed but she guessed right,outcome,NA,NA,52.20533881,adult,108.usa
1417,usa,109,adult,male,12/8/20,NA,1,outcome.only,NA,0,NA,NA,NA,the bunny is behind the red rock he is pointing towards,outcome,NA,0,NA,NA,NA,he might have better instincts,other,NA,NA,28.43531828,adult,109.usa
1418,usa,109,adult,male,12/8/20,NA,2,process.only,NA,1,NA,NA,NA,the foot trail path,process,NA,1,NA,NA,NA,she has better reasoning skills,process,NA,NA,28.43531828,adult,109.usa
1419,usa,109,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,he had better reasoning skill even if he was wrong here,process,NA,1,NA,NA,NA,better reasoning skills he has instead of guessing,process,NA,NA,28.43531828,adult,109.usa
1420,usa,109,adult,male,12/8/20,NA,4,process.only,NA,1,NA,NA,NA,he has better skills and saw the bell as a clue,process,NA,1,NA,NA,NA,he is better skilled as a detective of the two of them,process,NA,NA,28.43531828,adult,109.usa
1421,usa,109,adult,male,12/8/20,NA,5,outcome.only,NA,0,NA,NA,NA,about even but she had better luck,outcome,NA,0,NA,NA,NA,she has more luck on her side the red shirt,outcome,NA,NA,28.43531828,adult,109.usa
1422,usa,109,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,better reasoning even if was wrong this case,process,NA,1,NA,NA,NA,better skills overall,process,NA,NA,28.43531828,adult,109.usa
1423,usa,110,adult,male,12/8/20,NA,1,outcome.only,NA,0,NA,NA,NA,Because he will find the bunny if he relies on his reasoning.,process,NA,0,NA,NA,NA,Because he was lucky in the way he chose to find the bunny.,outcome,NA,NA,37.63997262,adult,110.usa
1424,usa,110,adult,male,12/8/20,NA,2,process.only,NA,1,NA,NA,NA,Because Misty is using a logical reason that actually shows evidence of what she is looking for.,process,NA,1,NA,NA,NA,"Because she is smarter, and can help look for real clues.",process,NA,NA,37.63997262,adult,110.usa
1425,usa,110,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,"Because even though he is wrong, he is using actual clues to build his reasoning.",process,NA,1,NA,NA,NA,Because he will usae logic to search for clues that will help me find what I am looking for.,process,NA,NA,37.63997262,adult,110.usa
1426,usa,110,adult,male,12/8/20,NA,4,process.only,NA,1,NA,NA,NA,Because he is using a real clue and not a random guess.,process,NA,1,NA,NA,NA,Because he will help me search for real clues.,process,NA,NA,37.63997262,adult,110.usa
1427,usa,110,adult,male,12/8/20,NA,5,outcome.only,NA,0,NA,NA,NA,Because her luck has led her to the right choice.,outcome,NA,0,NA,NA,NA,Because I would hope her luck would help me find what I was looking for.,outcome,NA,NA,37.63997262,adult,110.usa
1428,usa,110,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,Because she is using evidence to guide her to her choice.,process,NA,1,NA,NA,NA,Because I like that she looks for evidence as opposed to using a random choice.,process,NA,NA,37.63997262,adult,110.usa
1429,usa,111,adult,male,12/8/20,NA,4,outcome.only,NA,0,NA,NA,NA,"They both did the same kind of \good job\"", by leaving their choice to chance. Devin was lucky this time, so if I have to choose, I pick Davin.""",outcome,NA,0,NA,NA,NA,"They're both equally competent... I picked Devin, Because he was lucky and guessed where the bunny was.",outcome,NA,NA,39.48528405,adult,111.usa
1430,usa,111,adult,male,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,"Misty takes effort to look for the hamster by following traces. Logical way, and not chance like Gemma.",process,NA,1,NA,NA,NA,Misty is more competent and hard working Because she chose more efficient method of search.,process,NA,NA,39.48528405,adult,111.usa
1431,usa,111,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,"\Better job looking for the bird\"" - that's the question.  so obviousaly Freddy is doing a better job at looking as he has a logical method, when Oliver takes chances and gueses. """,process,NA,1,NA,NA,NA,"Freddy is smart, competent and hard working Because he has a method of search. Oliver doesn't.",process,NA,NA,39.48528405,adult,111.usa
1432,usa,111,adult,male,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,Because there is a clue by the red bench.,process,NA,1,NA,NA,NA,Because Julian is smart following clues and logic when Lucas believes in chance.,process,NA,NA,39.48528405,adult,111.usa
1433,usa,111,adult,male,12/8/20,NA,2,outcome.only,NA,0,NA,NA,NA,"They both made the same effort, Lisa is just more lucky this time.",outcome,NA,0,NA,NA,NA,"It really doesn't matter what I chose, they both equally competent. List was luckier so if I have to choose I'll pick her.",outcome,NA,NA,39.48528405,adult,111.usa
1434,usa,111,adult,male,12/8/20,NA,3,outcome.vs.process,NA,1,NA,NA,NA,Ruby actually made an effort to try to find it by looking for paw prints. Claire just believed in luck ( chance ) without any logic or effort.,process,NA,1,NA,NA,NA,"Because Ruby seems clever and hard working by taking actions which might help, when Claire seems lazy by not even trying, just hoping for the best.",process,NA,NA,39.48528405,adult,111.usa
1435,usa,112,adult,male,12/8/20,NA,4,outcome.only,NA,1,NA,NA,NA,I did eeny meeny miny mo to make my choice.,other,NA,1,NA,NA,NA,"It wouldn't make a difference who I chose, so I chose randomly. They both usae the same method so it doesn't matter who I ask.",process,NA,NA,27.15400411,adult,112.usa
1436,usa,112,adult,male,12/8/20,NA,5,process.only,NA,1,NA,NA,NA,Misty is using reasoning to look for the hamster rather than randomness.,process,NA,1,NA,NA,NA,Misty has better problem solving skills.,process,NA,NA,27.15400411,adult,112.usa
1437,usa,112,adult,male,12/8/20,NA,6,outcome.vs.process,NA,1,NA,NA,NA,Freddy is using reason to look for the bird.,process,NA,1,NA,NA,NA,Freddy has better problem solving skills.,process,NA,NA,27.15400411,adult,112.usa
1438,usa,112,adult,male,12/8/20,NA,1,process.only,NA,1,NA,NA,NA,"Lucas' method is completely random, Julian's method has some element of problem solving.",process,NA,1,NA,NA,NA,"I would ask them just Because I think they would do a better job at looking, rather than just guessing they will usae critical thinking skills.",process,NA,NA,27.15400411,adult,112.usa
