subj.id	condition	trial.per.condition	culture	age.group	gender	trial	z.trial	z.trial.per.condition	condition.process.only	condition.outcome.process	condition.process.only.c	condition.outcome.process.c	culture.US	culture.US.c	age.group.6.7	age.group.adults	age.group.6.7.c	age.group.adults.c	gender.male	gender.male.c	coding
950	subj.182	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1142	subj.182	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
184	subj.184	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
376	subj.184	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
568	subj.184	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
760	subj.184	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
952	subj.184	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1144	subj.184	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
186	subj.186	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
378	subj.186	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
570	subj.186	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
762	subj.186	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
954	subj.186	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1146	subj.186	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
188	subj.188	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
380	subj.188	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
572	subj.188	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
764	subj.188	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
956	subj.188	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1148	subj.188	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
19	subj.19	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
211	subj.19	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
403	subj.19	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
595	subj.19	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
787	subj.19	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
979	subj.19	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
191	subj.191	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
383	subj.191	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
575	subj.191	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
767	subj.191	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
959	subj.191	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1151	subj.191	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
2	subj.2	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
194	subj.2	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
386	subj.2	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
578	subj.2	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
770	subj.2	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
962	subj.2	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
21	subj.21	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
213	subj.21	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
405	subj.21	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
597	subj.21	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
789	subj.21	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
981	subj.21	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
23	subj.23	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
215	subj.23	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
407	subj.23	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
599	subj.23	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
791	subj.23	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
983	subj.23	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
25	subj.25	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
217	subj.25	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
409	subj.25	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
601	subj.25	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
793	subj.25	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
985	subj.25	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
27	subj.27	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
219	subj.27	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
411	subj.27	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
603	subj.27	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
795	subj.27	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
987	subj.27	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
29	subj.29	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
221	subj.29	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
413	subj.29	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
605	subj.29	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
797	subj.29	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
989	subj.29	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
30	subj.30	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
222	subj.30	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
414	subj.30	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
606	subj.30	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
798	subj.30	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
990	subj.30	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
32	subj.32	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
224	subj.32	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
416	subj.32	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
608	subj.32	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
800	subj.32	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
992	subj.32	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
34	subj.34	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
226	subj.34	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
418	subj.34	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
610	subj.34	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
802	subj.34	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
994	subj.34	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
36	subj.36	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
228	subj.36	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
420	subj.36	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
612	subj.36	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
804	subj.36	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
996	subj.36	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
38	subj.38	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
230	subj.38	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
422	subj.38	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
614	subj.38	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
806	subj.38	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
998	subj.38	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
4	subj.4	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
196	subj.4	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
388	subj.4	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
580	subj.4	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
772	subj.4	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
964	subj.4	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
41	subj.41	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
233	subj.41	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
425	subj.41	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
617	subj.41	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
809	subj.41	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1001	subj.41	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
43	subj.43	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
235	subj.43	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
427	subj.43	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
619	subj.43	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
811	subj.43	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1003	subj.43	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
45	subj.45	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
237	subj.45	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
429	subj.45	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
621	subj.45	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
813	subj.45	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1005	subj.45	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
47	subj.47	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
239	subj.47	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
431	subj.47	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
623	subj.47	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
815	subj.47	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1007	subj.47	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
49	subj.49	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
241	subj.49	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
433	subj.49	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
625	subj.49	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
817	subj.49	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1009	subj.49	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
50	subj.50	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
